id,rada_id,gender,surname,firstname,patronymic,faction,faction_position,committee,committee_position,int_organization,int_post,type_elect,party_id,num_in_party,district_num,region_id,date_oath,resignation_date,resignation_reason,birthday,presentAuto_present,presentAuto_absent,assistants_count_all,assistants_count_2,assistants_count_3,assistants_count_4,surname_en,firstname_en,patronymic_en
21094,265,2,Савченко,Ольга,Станіславівна,3025.0,1029.0,3019.0,5.0,48.0,4.0,2,50,66,,,2019-08-29T00:00:00,,,1989-06-07T00:00:00,23,4,2.0,1.0,1.0,1.0,Savchenko,Olha,Stanislavivna
21095,65,2,Савчук,Оксана,Василівна,,,3103.0,917.0,527.0,4.0,1,117,,83,26,2019-08-29T00:00:00,,,1983-03-20T00:00:00,25,2,8.0,5.0,5.0,5.0,Savchuk,Oksana,Vasylivna
21098,276,1,Салійчук,Олександр,В'ячеславович,3025.0,918.0,3002.0,8.0,928.0,4.0,2,50,79,,,2019-08-29T00:00:00,,,1987-02-25T00:00:00,26,1,6.0,1.0,1.0,1.0,Saliichuk,Oleksandr,Viacheslavovych
21096,256,2,Саладуха,Ольга,Валеріївна,3025.0,918.0,3040.0,917.0,61.0,4.0,2,50,57,,,2019-08-29T00:00:00,,,1983-06-04T00:00:00,14,13,5.0,1.0,1.0,1.0,Saladukha,Olha,Valeriivna
21097,98,1,Саламаха,Орест,Ігорович,3025.0,918.0,3060.0,917.0,20.0,4.0,1,50,,121,46,2019-08-29T00:00:00,,,1991-03-25T00:00:00,26,1,10.0,3.0,3.0,3.0,Salamakha,Orest,Ihorovych
11432,30,1,Северин,Сергій,Сергійович,3025.0,918.0,3004.0,8.0,61.0,4.0,1,50,,39,12,2019-08-29T00:00:00,,,1980-06-20T00:00:00,27,0,5.0,1.0,1.0,1.0,Severyn,Serhii,Serhiiovych
21100,182,1,Семінський,Олег,Валерійович,3025.0,918.0,3008.0,5.0,928.0,4.0,1,50,,205,77,2019-08-29T00:00:00,,,1973-12-20T00:00:00,20,7,16.0,2.0,2.0,2.0,Seminskyi,Oleh,Valeriiovych
21145,394,1,Синютка,Олег,Михайлович,3028.0,918.0,3095.0,917.0,61.0,4.0,2,228,9,,,2019-08-29T00:00:00,,,1970-02-14T00:00:00,27,0,3.0,2.0,2.0,2.0,Syniutka,Oleh,Mykhailovych
21146,174,1,Скічко,Олександр,Олександрович,3025.0,918.0,3097.0,917.0,75.0,17.0,1,50,,197,71,2019-08-29T00:00:00,,,1991-04-28T00:00:00,25,2,5.0,3.0,3.0,3.0,Skichko,Oleksandr,Oleksandrovych
18033,340,1,Скорик,Микола,Леонідович,3026.0,918.0,3007.0,8.0,78.0,16.0,2,227,16,,,2019-08-29T00:00:00,,,1972-11-27T00:00:00,23,4,14.0,4.0,4.0,4.0,Skoryk,Mykola,Leonidovych
21147,75,2,Скороход,Анна,Костянтинівна,3025.0,918.0,3008.0,8.0,74.0,497.0,1,50,,93,32,2019-08-29T00:00:00,,,1990-01-14T00:00:00,20,7,4.0,3.0,3.0,3.0,Skorokhod,Anna,Kostiantynivna
21148,361,2,Славицька,Антоніна,Керимівна,3026.0,918.0,3003.0,8.0,,,2,227,37,,,2019-08-29T00:00:00,,,1988-04-30T00:00:00,25,2,3.0,3.0,3.0,3.0,Slavytska,Antonina,Kerymivna
386,365,1,Соболєв,Сергій,Владиславович,3027.0,1029.0,3017.0,8.0,75.0,698.0,2,17,4,,,2019-08-29T00:00:00,,,1961-09-05T00:00:00,18,9,19.0,9.0,9.0,9.0,Soboliev,Serhii,Vladyslavovych
21177,269,1,Сова,Олександр,Георгійович,3025.0,918.0,3174.0,917.0,61.0,4.0,2,50,70,,,2019-08-29T00:00:00,,,1972-05-29T00:00:00,23,4,5.0,3.0,3.0,3.0,Sova,Oleksandr,Heorhiiovych
21178,318,2,Совгиря,Ольга,Володимирівна,3025.0,918.0,3115.0,1033.0,834.0,16.0,2,50,122,,,2019-08-29T00:00:00,,,1980-08-06T00:00:00,21,6,3.0,1.0,1.0,1.0,Sovhyria,Olha,Volodymyrivna
21179,423,2,Совсун,Інна,Романівна,3029.0,918.0,3081.0,917.0,61.0,4.0,2,229,16,,,2019-08-29T00:00:00,,,1984-09-21T00:00:00,23,4,2.0,2.0,2.0,2.0,Sovsun,Inna,Romanivna
18135,34,1,Солод,Юрій,Васильович,3026.0,918.0,3023.0,8.0,48.0,4.0,1,227,,47,14,2019-08-29T00:00:00,,,1972-04-27T00:00:00,18,9,4.0,3.0,3.0,3.0,Solod,Yurii,Vasylovych
21180,232,1,Соломчук,Дмитро,Вікторович,3025.0,1029.0,3002.0,8.0,48.0,4.0,2,50,33,,,2019-08-29T00:00:00,,,1980-10-01T00:00:00,21,6,2.0,2.0,2.0,2.0,Solomchuk,Dmytro,Viktorovych
21181,321,1,Сольський,Микола,Тарасович,3025.0,918.0,3002.0,4.0,,,2,50,125,,,2019-08-29T00:00:00,,,1979-05-22T00:00:00,24,3,,,,,Solskyi,Mykola,Tarasovych
21182,57,1,Соха,Роман,Васильович,3025.0,918.0,3204.0,917.0,,,1,226,,75,23,2019-08-29T00:00:00,,,1975-10-18T00:00:00,26,1,8.0,2.0,2.0,2.0,Sokha,Roman,Vasylovych
21183,245,1,Стернійчук,Валерій,Олександрович,3025.0,918.0,3003.0,8.0,928.0,4.0,2,226,46,,,2019-08-29T00:00:00,,,1981-06-18T00:00:00,20,7,5.0,1.0,1.0,1.0,Sterniichuk,Valerii,Oleksandrovych
21184,418,2,Стефанишина,Ольга,Анатоліївна,3029.0,918.0,3009.0,8.0,61.0,4.0,2,229,10,,,2019-08-29T00:00:00,,,1983-05-14T00:00:00,24,3,2.0,2.0,2.0,2.0,Stefanyshyna,Olha,Anatoliivna
21210,164,1,Стефанчук,Микола,Олексійович,3025.0,918.0,3017.0,8.0,61.0,4.0,1,50,,187,68,2019-08-29T00:00:00,,,1981-05-04T00:00:00,21,6,19.0,3.0,3.0,3.0,Stefanchuk,Mykola,Oleksiiovych
21211,202,1,Стефанчук,Руслан,Олексійович,1.0,2.0,,,74.0,798.0,2,50,2,,,2019-08-29T00:00:00,,,1975-10-29T00:00:00,25,2,4.0,2.0,2.0,2.0,Stefanchuk,Ruslan,Oleksiiovych
13687,335,1,Столар,Вадим,Михайлович,3026.0,918.0,3002.0,8.0,48.0,4.0,2,227,11,,,2019-08-29T00:00:00,,,1982-08-10T00:00:00,15,12,7.0,2.0,2.0,2.0,Stolar,Vadym,Mykhailovych
21222,173,1,Стріхарський,Андрій,Петрович,3025.0,918.0,3014.0,8.0,61.0,4.0,1,50,,196,71,2019-08-29T00:00:00,,,1981-08-04T00:00:00,19,8,4.0,0.0,0.0,0.0,Strikharskyi,Andrii,Petrovych
21224,239,1,Струневич,Вадим,Олегович,3025.0,1029.0,3021.0,5.0,,,2,50,40,,,2019-08-29T00:00:00,,,1982-11-24T00:00:00,26,1,4.0,2.0,2.0,2.0,Strunevych,Vadym,Olehovych
2272,341,1,Суркіс,Григорій,Михайлович,3026.0,918.0,3012.0,7.0,259.0,359.0,2,227,17,,,2019-08-29T00:00:00,,,1949-09-04T00:00:00,26,1,7.0,2.0,2.0,2.0,Surkis,Hryhorii,Mykhailovych
21227,88,1,Сухов,Олександр,Сергійович,,,3022.0,8.0,,,1,225,,107,43,2019-08-29T00:00:00,,,1984-05-20T00:00:00,27,0,5.0,3.0,3.0,3.0,Sukhov,Oleksandr,Serhiiovych
21229,228,1,Сушко,Павло,Миколайович,3025.0,1029.0,3148.0,917.0,257.0,359.0,2,226,28,,,2019-08-29T00:00:00,,,1979-11-16T00:00:00,23,4,4.0,0.0,0.0,0.0,Sushko,Pavlo,Mykolaiovych
17948,401,2,Сюмар,Вікторія,Петрівна,3028.0,918.0,3003.0,8.0,527.0,4.0,2,50,16,,,2019-08-29T00:00:00,,,1977-10-23T00:00:00,27,0,2.0,2.0,2.0,2.0,Siumar,Viktoriia,Petrivna
21093,307,1,Тістик,Ростислав,Ярославович,3025.0,918.0,3004.0,8.0,928.0,4.0,2,50,111,,,2019-08-29T00:00:00,,,1993-10-09T00:00:00,19,8,7.0,3.0,3.0,3.0,Tistyk,Rostyslav,Yaroslavovych
21086,320,1,Тарасенко,Тарас,Петрович,3025.0,918.0,3108.0,917.0,313.0,5.0,2,50,124,,,2019-08-29T00:00:00,,,1980-07-26T00:00:00,24,3,5.0,1.0,1.0,1.0,Tarasenko,Taras,Petrovych
21088,272,1,Тарасов,Олег,Сергійович,3025.0,918.0,3154.0,917.0,48.0,4.0,2,50,74,,,2019-08-29T00:00:00,,,1984-02-26T00:00:00,20,7,5.0,3.0,3.0,3.0,Tarasov,Oleh,Serhiiovych
18140,363,1,Тарута,Сергій,Олексійович,3027.0,918.0,3007.0,916.0,928.0,4.0,2,50,2,,,2019-08-29T00:00:00,,,1955-07-23T00:00:00,4,23,3.0,2.0,2.0,2.0,Taruta,Serhii,Oleksiiovych
21089,71,1,Тимофійчук,Володимир,Ярославович,3025.0,918.0,3002.0,8.0,,,1,226,,89,26,2019-08-29T00:00:00,,,1986-02-17T00:00:00,27,0,4.0,3.0,3.0,3.0,Tymofiichuk,Volodymyr,Yaroslavovych
1792,362,2,Тимошенко,Юлія,Володимирівна,,,3027.0,1028.0,,,2,17,1,,,2019-08-29T00:00:00,,,1960-11-27T00:00:00,22,5,8.0,1.0,1.0,1.0,Tymoshenko,Yuliia,Volodymyrivna
21091,196,1,Тищенко,Микола,Миколайович,3025.0,1029.0,3022.0,5.0,61.0,6.0,1,226,,219,85,2019-08-29T00:00:00,,,1972-05-17T00:00:00,25,2,8.0,2.0,2.0,2.0,Tyshchenko,Mykola,Mykolaiovych
21109,225,1,Ткаченко,Максим,Миколайович,3025.0,1029.0,3016.0,916.0,,,2,226,25,,,2019-08-29T00:00:00,,,1983-01-24T00:00:00,24,3,16.0,1.0,1.0,1.0,Tkachenko,Maksym,Mykolaiovych
21111,209,1,Ткаченко,Олександр,Владиславович,3025.0,918.0,3005.0,4.0,61.0,4.0,2,50,9,,,2019-08-29T00:00:00,,,1966-01-22T00:00:00,18,9,5.0,1.0,1.0,1.0,Tkachenko,Oleksandr,Vladyslavovych
21116,118,1,Ткаченко,Олександр,Михайлович,3025.0,918.0,3003.0,8.0,48.0,4.0,1,50,,141,51,2019-08-29T00:00:00,,,1984-06-15T00:00:00,25,2,7.0,1.0,1.0,1.0,Tkachenko,Oleksandr,Mykhailovych
21118,301,1,Торохтій,Богдан,Григорович,3025.0,918.0,3017.0,8.0,27.0,4.0,2,50,105,,,2019-08-29T00:00:00,,,1984-06-09T00:00:00,26,1,21.0,5.0,5.0,5.0,Torokhtii,Bohdan,Hryhorovych
21119,37,1,Требушкін,Руслан,Валерійович,,,,,48.0,4.0,1,50,,50,14,2019-08-29T00:00:00,,,1975-11-27T00:00:00,16,11,2.0,2.0,2.0,2.0,Trebushkin,Ruslan,Valeriiovych
21121,253,2,Третьякова,Галина,Миколаївна,3025.0,918.0,3021.0,4.0,48.0,4.0,2,50,54,,,2019-08-29T00:00:00,,,1963-01-21T00:00:00,27,0,3.0,1.0,1.0,1.0,Tretiakova,Halyna,Mykolaivna
21201,31,1,Трухін,Олександр,Миколайович,3025.0,918.0,3004.0,5.0,77.0,17.0,1,50,,40,12,2019-08-29T00:00:00,,,1986-11-10T00:00:00,25,2,9.0,1.0,1.0,1.0,Trukhin,Oleksandr,Mykolaiovych
21085,425,1,Умєров,Рустем,Енверович,3029.0,918.0,3016.0,7.0,48.0,4.0,2,50,18,,,2019-08-29T00:00:00,,,1982-04-19T00:00:00,19,8,2.0,2.0,2.0,2.0,Umierov,Rustem,Enverovych
21087,120,1,Урбанський,Анатолій,Ігорович,3030.0,920.0,3004.0,8.0,48.0,4.0,1,50,,143,51,2019-08-29T00:00:00,,,1975-06-21T00:00:00,15,12,7.0,3.0,3.0,3.0,Urbanskyi,Anatolii,Ihorovych
21092,413,2,Устінова,Олександра,Юріївна,3029.0,918.0,3018.0,8.0,259.0,359.0,2,229,5,,,2019-08-29T00:00:00,,,1985-10-02T00:00:00,20,7,3.0,2.0,2.0,2.0,Ustinova,Oleksandra,Yuriivna
21090,283,1,Устенко,Олексій,Олегович,3025.0,918.0,3171.0,917.0,61.0,4.0,2,50,86,,,2019-08-29T00:00:00,,,1994-04-07T00:00:00,23,4,2.0,2.0,2.0,2.0,Ustenko,Oleksii,Olehovych
21080,289,1,Федієнко,Олександр,Павлович,3025.0,918.0,3202.0,1033.0,928.0,4.0,2,50,92,,,2019-08-29T00:00:00,,,1972-04-20T00:00:00,25,2,8.0,1.0,1.0,1.0,Fediienko,Oleksandr,Pavlovych
21079,390,2,Федина,Софія,Романівна,3028.0,918.0,3005.0,8.0,928.0,4.0,2,228,5,,,2019-08-29T00:00:00,,,1984-02-18T00:00:00,27,0,3.0,3.0,3.0,3.0,Fedyna,Sofiia,Romanivna
21082,206,1,Федоров,Михайло,Альбертович,,,,,,,2,50,6,,,2019-08-29T00:00:00,2019-08-29T00:00:00,НДУ Особиста письмова заява про складення повноважень,1991-01-21T00:00:00,1,0,,,,,Fedorov,Mykhailo,Albertovych
5542,151,1,Фельдман,Олександр,Борисович,3026.0,918.0,3006.0,7.0,,,1,225,,174,63,2019-08-29T00:00:00,,,1960-01-06T00:00:00,27,0,15.0,4.0,4.0,4.0,Feldman,Oleksandr,Borysovych
9684,398,2,Фріз,Ірина,Василівна,3028.0,918.0,3003.0,8.0,82.0,17.0,2,228,13,,,2019-08-29T00:00:00,,,1974-09-25T00:00:00,27,0,6.0,1.0,1.0,1.0,Friz,Iryna,Vasylivna
21084,66,1,Фріс,Ігор,Павлович,3025.0,918.0,3117.0,917.0,527.0,4.0,1,50,,84,26,2019-08-29T00:00:00,,,1973-09-29T00:00:00,25,2,3.0,1.0,1.0,1.0,Fris,Ihor,Pavlovych
8671,322,1,Фролов,Павло,Валерійович,3025.0,918.0,3092.0,917.0,76.0,718.0,2,50,126,,,2019-08-29T00:00:00,,,1976-09-01T00:00:00,20,7,4.0,2.0,2.0,2.0,Frolov,Pavlo,Valeriiovych
21078,254,1,Халімон,Павло,Віталійович,3025.0,1029.0,3002.0,5.0,48.0,4.0,2,226,55,,,2019-08-29T00:00:00,,,1983-06-10T00:00:00,25,2,5.0,2.0,2.0,2.0,Khalimon,Pavlo,Vitaliiovych
21081,222,1,Холодов,Андрій,Іванович,3025.0,918.0,3023.0,5.0,48.0,4.0,2,50,22,,,2019-08-29T00:00:00,,,1972-08-20T00:00:00,23,4,1.0,1.0,1.0,1.0,Kholodov,Andrii,Ivanovych
21281,268,2,Хоменко,Олена,Вікторівна,3025.0,918.0,3051.0,917.0,48.0,4.0,2,226,129,,,2019-08-29T00:00:00,,,1975-12-07T00:00:00,23,4,3.0,1.0,1.0,1.0,Khomenko,Olena,Viktorivna
21083,33,1,Христенко,Федір,Володимирович,3026.0,918.0,3002.0,8.0,,,1,227,,46,14,2019-08-29T00:00:00,,,1983-10-11T00:00:00,26,1,1.0,1.0,1.0,1.0,Khrystenko,Fedir,Volodymyrovych
21076,419,1,Цабаль,Володимир,Володимирович,3029.0,918.0,3004.0,7.0,257.0,359.0,2,229,12,,,2019-08-29T00:00:00,,,1985-04-25T00:00:00,24,3,2.0,2.0,2.0,2.0,Tsabal,Volodymyr,Volodymyrovych
12619,428,2,Циба,Тетяна,Вікторівна,3025.0,918.0,3106.0,917.0,61.0,4.0,2,50,131,,,2019-09-03T00:00:00,,,1977-04-15T00:00:00,21,4,8.0,2.0,2.0,2.0,Tsyba,Tetiana,Viktorivna
21077,376,1,Цимбалюк,Михайло,Михайлович,3027.0,918.0,3021.0,916.0,27.0,4.0,2,17,15,,,2019-08-29T00:00:00,,,1964-11-21T00:00:00,27,0,13.0,4.0,4.0,4.0,Tsymbaliuk,Mykhailo,Mykhailovych
21066,142,1,Чайківський,Іван,Адамович,3030.0,920.0,3002.0,7.0,928.0,4.0,1,37,,165,61,2019-08-29T00:00:00,,,1972-05-29T00:00:00,26,1,3.0,1.0,1.0,1.0,Chaikivskyi,Ivan,Adamovych
21068,226,1,Чернєв,Єгор,Володимирович,3025.0,918.0,3203.0,1033.0,82.0,78.0,2,50,26,,,2019-08-29T00:00:00,,,1985-02-05T00:00:00,23,4,2.0,1.0,1.0,1.0,Cherniev,Yehor,Volodymyrovych
21069,115,1,Чернявський,Степан,Миколайович,3025.0,918.0,3002.0,5.0,,,1,50,,138,51,2019-08-29T00:00:00,,,1973-05-04T00:00:00,26,1,4.0,1.0,1.0,1.0,Cherniavskyi,Stepan,Mykolaiovych
21071,393,1,Чийгоз,Ахтем,Зейтуллайович,3028.0,918.0,3109.0,917.0,928.0,4.0,2,50,8,,,2019-08-29T00:00:00,,,1964-12-14T00:00:00,25,2,1.0,1.0,1.0,1.0,Chyihoz,Akhtem,Zeitullaiovych
8314,351,1,Чорний,Віктор,Іванович,3026.0,918.0,3003.0,8.0,27.0,4.0,2,227,27,,,2019-08-29T00:00:00,,,1968-04-06T00:00:00,22,5,29.0,3.0,3.0,3.0,Chornyi,Viktor,Ivanovych
21072,25,1,Чорний,Дмитро,Сергійович,3025.0,918.0,3014.0,8.0,928.0,4.0,1,50,,34,12,2019-08-29T00:00:00,,,1989-10-14T00:00:00,25,2,2.0,1.0,1.0,1.0,Chornyi,Dmytro,Serhiiovych
21074,108,1,Чорноморов,Артем,Олегович,3025.0,918.0,3152.0,917.0,78.0,17.0,1,50,,131,48,2019-08-29T00:00:00,,,1988-03-10T00:00:00,23,4,2.0,1.0,1.0,1.0,Chornomorov,Artem,Olehovych
15803,123,1,Шаповалов,Юрій,Анатолійович,3030.0,920.0,3008.0,7.0,48.0,4.0,1,50,,146,53,2019-08-29T00:00:00,,,1972-03-14T00:00:00,17,10,6.0,2.0,2.0,2.0,Shapovalov,Yurii,Anatoliiovych
20106,91,1,Шахов,Сергій,Володимирович,,,3046.0,917.0,48.0,4.0,1,225,,114,43,2019-08-29T00:00:00,,,1975-05-07T00:00:00,26,1,9.0,2.0,2.0,2.0,Shakhov,Serhii,Volodymyrovych
21059,191,1,Швець,Сергій,Федорович,3025.0,918.0,3020.0,7.0,27.0,4.0,1,50,,214,85,2019-08-29T00:00:00,,,1976-06-13T00:00:00,23,4,6.0,1.0,1.0,1.0,Shvets,Serhii,Fedorovych
21062,58,1,Шевченко,Євгеній,Володимирович,3025.0,918.0,3159.0,917.0,,,1,50,,76,23,2019-08-29T00:00:00,,,1972-05-04T00:00:00,21,6,9.0,3.0,3.0,3.0,Shevchenko,Yevhenii,Volodymyrovych
8885,153,1,Шенцев,Дмитро,Олексійович,,,,,,,1,50,,176,63,2019-08-29T00:00:00,,,1964-11-28T00:00:00,24,3,3.0,1.0,1.0,1.0,Shentsev,Dmytro,Oleksiiovych
21064,317,1,Шинкаренко,Іван,Анатолійович,3025.0,918.0,3003.0,8.0,48.0,4.0,2,50,121,,,2019-08-29T00:00:00,,,1986-10-01T00:00:00,25,2,4.0,2.0,2.0,2.0,Shynkarenko,Ivan,Anatoliiovych
21065,316,1,Шипайло,Остап,Ігорович,3025.0,918.0,3134.0,917.0,48.0,4.0,2,50,120,,,2019-08-29T00:00:00,,,1989-01-07T00:00:00,24,3,1.0,1.0,1.0,1.0,Shypailo,Ostap,Ihorovych
16532,383,2,Шкрум,Альона,Іванівна,3027.0,918.0,3014.0,8.0,527.0,4.0,2,17,22,,,2019-08-29T00:00:00,,,1988-01-02T00:00:00,17,10,3.0,2.0,2.0,2.0,Shkrum,Alona,Ivanivna
21067,303,2,Шол,Маргарита,Віталіївна,3025.0,918.0,3155.0,917.0,313.0,6.0,2,50,107,,,2019-08-29T00:00:00,,,1988-09-15T00:00:00,26,1,1.0,1.0,1.0,1.0,Shol,Marharyta,Vitaliivna
21070,171,2,Шпак,Любов,Олександрівна,3025.0,918.0,3062.0,917.0,27.0,4.0,1,50,,194,71,2019-08-29T00:00:00,,,1980-07-19T00:00:00,19,8,2.0,2.0,2.0,2.0,Shpak,Liubov,Oleksandrivna
11096,28,1,Шпенов,Дмитро,Юрійович,,,3017.0,8.0,74.0,497.0,1,50,,37,12,2019-08-29T00:00:00,,,1978-12-20T00:00:00,23,4,14.0,5.0,5.0,5.0,Shpenov,Dmytro,Yuriiovych
21073,59,1,Штепа,Сергій,Сергійович,3025.0,918.0,3024.0,8.0,48.0,4.0,1,50,,77,23,2019-08-29T00:00:00,,,1990-04-30T00:00:00,27,0,9.0,2.0,2.0,2.0,Shtepa,Serhii,Serhiiovych
21075,213,2,Шуляк,Олена,Олексіївна,3025.0,1029.0,3014.0,5.0,834.0,17.0,2,50,13,,,2019-08-29T00:00:00,,,1976-01-24T00:00:00,25,2,7.0,2.0,2.0,2.0,Shuliak,Olena,Oleksiivna
2274,331,1,Шуфрич,Нестор,Іванович,3026.0,918.0,3020.0,4.0,77.0,16.0,2,227,7,,,2019-08-29T00:00:00,,,1966-12-29T00:00:00,27,0,10.0,2.0,2.0,2.0,Shufrych,Nestor,Ivanovych
17980,399,2,Южаніна,Ніна,Петрівна,3028.0,918.0,3023.0,8.0,61.0,4.0,2,228,14,,,2019-08-29T00:00:00,,,1965-01-11T00:00:00,24,3,5.0,3.0,3.0,3.0,Yuzhanina,Nina,Petrivna
21060,263,1,Юнаков,Іван,Сергійович,3025.0,918.0,3130.0,917.0,27.0,4.0,2,50,64,,,2019-08-29T00:00:00,,,1984-01-28T00:00:00,25,2,1.0,1.0,1.0,1.0,Yunakov,Ivan,Serhiiovych
21061,227,1,Юраш,Святослав,Андрійович,3025.0,918.0,3052.0,917.0,928.0,4.0,2,50,27,,,2019-08-29T00:00:00,,,1996-02-16T00:00:00,25,2,7.0,2.0,2.0,2.0,Yurash,Sviatoslav,Andriiovych
21063,188,1,Юрченко,Олександр,Миколайович,3025.0,918.0,3141.0,917.0,27.0,4.0,1,50,,211,85,2019-08-29T00:00:00,,,1988-07-23T00:00:00,10,17,16.0,3.0,3.0,3.0,Yurchenko,Oleksandr,Mykolaiovych
18150,4,1,Юрчишин,Петро,Васильович,3030.0,920.0,3153.0,917.0,928.0,4.0,1,50,,13,5,2019-08-29T00:00:00,,,1958-07-13T00:00:00,27,0,9.0,2.0,2.0,2.0,Yurchyshyn,Petro,Vasylovych
15432,415,1,Юрчишин,Ярослав,Романович,3029.0,918.0,3003.0,916.0,77.0,17.0,2,229,7,,,2019-08-29T00:00:00,,,1980-10-14T00:00:00,26,1,7.0,2.0,2.0,2.0,Yurchyshyn,Yaroslav,Romanovych
21058,295,1,Якименко,Павло,Віталійович,3025.0,918.0,3043.0,917.0,20.0,4.0,2,50,98,,,2019-08-29T00:00:00,,,1989-11-08T00:00:00,19,8,3.0,2.0,2.0,2.0,Yakymenko,Pavlo,Vitaliiovych
21057,39,1,Яковенко,Євген,Геннадійович,,,,,928.0,4.0,1,50,,52,14,2019-08-29T00:00:00,,,1965-06-06T00:00:00,21,6,2.0,0.0,0.0,0.0,Yakovenko,Yevhen,Hennadiiovych
21056,309,2,Яковлєва,Неллі,Іллівна,3025.0,918.0,3111.0,1033.0,930.0,359.0,2,50,113,,,2019-08-29T00:00:00,,,1985-06-21T00:00:00,26,1,7.0,3.0,3.0,3.0,Yakovlieva,Nelli,Illivna
21055,205,2,Янченко,Галина,Ігорівна,3025.0,1029.0,3003.0,5.0,48.0,4.0,2,50,5,,,2019-08-29T00:00:00,,,1988-04-29T00:00:00,22,5,6.0,2.0,2.0,2.0,Yanchenko,Halyna,Ihorivna
21054,192,1,Яременко,Богдан,Васильович,3025.0,918.0,3010.0,4.0,74.0,798.0,1,50,,215,85,2019-08-29T00:00:00,,,1971-09-25T00:00:00,25,2,16.0,2.0,2.0,2.0,Yaremenko,Bohdan,Vasylovych
21053,215,2,Ясько,Єлизавета,Олексіївна,3025.0,918.0,3048.0,917.0,48.0,4.0,2,50,15,,,2019-08-29T00:00:00,,,1990-10-17T00:00:00,20,7,2.0,1.0,1.0,1.0,Yasko,Yelyzaveta,Oleksiivna
4339,177,1,Яценко,Антон,Володимирович,3030.0,920.0,3006.0,8.0,,,1,50,,200,71,2019-08-29T00:00:00,,,1977-07-13T00:00:00,19,8,13.0,11.0,11.0,11.0,Yatsenko,Anton,Volodymyrovych
21052,61,2,Яцик,Юлія,Григорівна,3025.0,918.0,3068.0,917.0,61.0,4.0,1,226,,79,23,2019-08-29T00:00:00,,,1979-08-14T00:00:00,26,1,7.0,1.0,1.0,1.0,Yatsyk,Yuliia,Hryhorivna
